OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,B00001e1,Total_Poverty_Status,Poverty_Under_5,Poverty_5to99,Poverty_1to124,Poverty_125to149,Poverty_150to184,Poverty_185to199,Poverty_over2,POV_UNDER_1,Means_Transport,Transport_Car_Total,Transport_Car_Drove_Alone,Transport_Carpooled,Transport_Carpooled_2p,Transport_Carpooled_3p,Transport_Carpooled_4p,Transport_Carpooled_5to6p,Transport_Carpooled_7p,Transport_Public_Trans_Total,Transport_PT_Bus,Transport_PT_Trolley,Transport_PT_Subway,Transport_PT_Railroad,Transport_PT_Ferry,Transport_Taxi,Transport_Motorcycle,Transport_Bicycle,Transport_Walked,Transport_Other,Transport_Worked_at_Home,Employment_Status_Total,Emp_Labor_Force_Total,Emp_Civilian_Labor_Force_Total,Emp_Civilian_Labor_Force_EMPLO,Emp_Civilian_Labor_Force_UNEMP,Emp_Labor_Force_Armed_Forces,Emp_Status_Force_Not_in_Labor_,Median_Household_Income,Race_Total,Race_White,Race_Black,Race_American_Indian_Alaskan,Race_Asian,Race_Native_Hawaiian_Pacific,Race_Other,Race_2_or_more,Race_2_or_more_inc_other,Race_2_or_more_ex_other,Vacant_Housing_Units,Shape__Area,Shape__Length
1303,29,189,210702,4,2.91892E+11,Block Group 4,G5030,S,741279,0,38.7731841,-90.2114174,15000US291892107024,61,1504,185,131,309,71,53,44,711,316,675,461,448,13,13,0,0,0,0,120,120,0,0,0,0,0,0,0,94,0,0,1035,844,844,699,145,0,191,39355,1505,133,1369,0,0,0,0,3,0,3,26,7.68E-05,0.056328769
1304,29,189,210806,3,2.91892E+11,Block Group 3,G5030,S,459901,0,38.7810771,-90.2611751,15000US291892108063,25,580,107,18,0,53,0,0,402,125,245,215,215,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,13,497,245,245,245,0,0,252,43670,580,47,533,0,0,0,0,0,0,0,52,4.77E-05,0.031994772
1305,29,189,217943,3,2.91892E+11,Block Group 3,G5030,S,820139,0,38.5851833,-90.5834627,15000US291892179433,91,977,15,10,15,53,54,0,830,25,574,529,522,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,782,614,614,585,29,0,168,65875,977,977,0,0,0,0,0,0,0,0,28,8.48E-05,0.040103903
1306,29,189,217923,3,2.91892E+11,Block Group 3,G5030,S,1215022,0,38.5616307,-90.5492232,15000US291892179233,67,1130,0,0,0,0,0,0,1130,0,713,657,607,50,18,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,56,951,730,730,730,0,0,221,142292,1130,1036,83,11,0,0,0,0,0,0,0,0.000125581,0.048570389
1307,29,189,217941,2,2.91892E+11,Block Group 2,G5030,S,823270,0,38.5706486,-90.5177501,15000US291892179412,88,1531,359,0,0,298,114,0,760,359,604,559,497,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1107,666,666,604,62,0,441,57670,1531,1503,19,0,9,0,0,0,0,0,0,8.51E-05,0.042229093
1308,29,189,218102,2,2.91892E+11,Block Group 2,G5030,S,728102,73914,38.5486269,-90.5017047,15000US291892181022,121,1281,12,35,24,15,40,26,1129,47,730,713,692,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1026,789,789,751,38,0,237,53542,1281,1129,0,0,137,0,0,15,0,15,66,8.29E-05,0.043558622
1309,29,189,218003,1,2.91892E+11,Block Group 1,G5030,S,2179406,0,38.5731266,-90.4513635,15000US291892180031,96,1705,24,10,15,0,0,0,1656,34,851,759,724,35,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1329,909,909,851,58,0,420,106310,1705,1685,20,0,0,0,0,0,0,0,63,0.000225293,0.067269993
1310,29,189,215900,3,2.91892E+11,Block Group 3,G5030,S,545729,0,38.6723073,-90.3188635,15000US291892159003,112,1720,56,441,0,54,0,286,883,497,775,630,526,104,104,0,0,0,0,130,130,0,0,0,0,0,0,0,0,0,15,1522,840,840,775,65,0,682,37989,1821,141,1506,0,0,0,156,18,0,18,63,5.65E-05,0.03147518
1311,29,189,216500,2,2.91892E+11,Block Group 2,G5030,S,356704,0,38.6537201,-90.3379781,15000US291892165002,89,867,29,0,0,0,40,0,798,29,470,388,341,47,47,0,0,0,0,0,0,0,0,0,0,0,0,10,33,0,39,830,493,493,476,17,0,337,142563,867,824,0,0,43,0,0,0,0,0,29,3.69E-05,0.025134736
1312,29,189,217802,3,2.91892E+11,Block Group 3,G5030,S,1548635,0,38.6099831,-90.5274198,15000US291892178023,114,1964,0,0,26,11,46,157,1724,0,766,684,622,62,45,17,0,0,0,20,0,0,20,0,0,0,0,0,0,0,62,1586,842,842,766,76,0,744,76250,1964,1564,0,0,344,0,0,56,0,56,0,0.000160168,0.081909726
1313,29,189,217842,1,2.91892E+11,Block Group 1,G5030,S,2763714,0,38.6268527,-90.5377332,15000US291892178421,123,2193,44,0,0,0,12,47,2090,44,965,862,832,30,15,15,0,0,0,0,0,0,0,0,0,0,0,24,0,12,67,1885,1044,1044,982,62,0,841,112434,2193,2148,12,0,33,0,0,0,0,0,12,0.000285905,0.082173438
1314,29,189,217944,2,2.91892E+11,Block Group 2,G5030,S,468180,0,38.5775032,-90.5601589,15000US291892179442,55,854,0,0,0,17,39,0,798,0,543,490,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,723,543,543,543,0,0,180,103750,854,837,0,0,17,0,0,0,0,0,0,4.84E-05,0.032338727
1315,29,189,218402,3,2.91892E+11,Block Group 3,G5030,S,489642,0,38.586155,-90.4108486,15000US291892184023,96,718,10,20,22,9,8,0,649,30,314,282,282,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,9,18,598,395,395,384,11,0,203,97667,742,705,6,0,11,0,0,20,0,20,35,5.06E-05,0.029341332
1316,29,189,219100,2,2.91892E+11,Block Group 2,G5030,S,356651,0,38.6035864,-90.3392151,15000US291892191002,92,811,12,6,0,14,25,0,754,18,486,421,374,47,47,0,0,0,0,20,0,0,20,0,0,0,7,0,10,0,28,612,486,486,486,0,0,126,102083,811,757,7,0,47,0,0,0,0,0,0,3.69E-05,0.027484491
1317,29,189,219900,2,2.91892E+11,Block Group 2,G5030,S,298219,0,38.5554461,-90.2915148,15000US291892199002,50,681,0,95,46,0,51,0,489,95,380,353,322,31,31,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,15,497,431,431,380,51,0,66,,681,681,0,0,0,0,0,0,0,0,43,3.08E-05,0.023072356
1318,29,189,220100,4,2.91892E+11,Block Group 4,G5030,S,292211,0,38.5411677,-90.2877556,15000US291892201004,173,966,10,14,6,59,152,11,714,24,439,421,359,62,23,11,28,0,0,4,1,0,3,0,0,0,0,0,0,0,14,820,508,508,443,65,0,312,53913,966,954,0,3,0,0,0,9,0,9,5,3.02E-05,0.023576913
1319,29,189,220702,1,2.91892E+11,Block Group 1,G5030,S,466315,0,38.5416462,-90.3560192,15000US291892207021,120,1182,9,0,60,20,113,95,885,9,637,580,538,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,1006,674,674,639,35,0,332,59950,1188,1106,0,0,0,0,56,26,0,26,0,4.82E-05,0.031779031
1320,29,189,217931,4,2.91892E+11,Block Group 4,G5030,S,1319895,0,38.5794899,-90.5366994,15000US291892179314,134,2096,19,0,62,0,0,34,1981,19,1095,1032,915,117,47,38,32,0,0,0,0,0,0,0,0,0,0,0,20,0,43,1605,1157,1157,1121,36,0,448,90859,2096,1855,60,0,165,0,0,16,0,16,0,0.000136454,0.056074571
1321,29,189,218402,1,2.91892E+11,Block Group 1,G5030,S,2064293,0,38.5867786,-90.4274065,15000US291892184021,174,1732,0,51,23,0,0,35,1623,51,955,825,780,45,45,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,116,1469,970,970,955,15,0,499,91944,1732,1689,0,0,30,0,6,7,0,7,12,0.000213433,0.074136154
1322,29,189,221900,4,2.91892E+11,Block Group 4,G5030,S,1574488,0,38.5768988,-90.384891,15000US291892219004,421,1416,10,27,20,27,9,26,1297,37,709,678,659,19,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,28,1355,729,729,709,20,0,626,111667,1649,1572,29,0,19,0,0,29,3,26,10,0.000162768,0.053648118
1323,29,183,311124,2,2.91833E+11,Block Group 2,G5030,S,7422376,0,38.7433843,-90.6765022,15000US291833111242,208,3390,61,55,11,0,45,47,3171,116,1885,1756,1471,285,216,15,37,17,0,0,0,0,0,0,0,0,0,2,2,0,125,2576,1959,1959,1914,45,0,617,90240,3390,3023,35,0,275,0,23,34,0,34,89,0.000769072,0.158786783
1324,29,183,311908,1,2.91833E+11,Block Group 1,G5030,S,10537076,0,38.7757791,-90.8076268,15000US291833119081,287,3122,53,95,71,57,135,84,2627,148,1229,1131,1076,55,46,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,92,2388,1312,1312,1258,54,0,1076,75750,3122,2786,163,12,38,0,34,89,0,89,41,0.00109229,0.151460318
1325,29,183,311735,1,2.91833E+11,Block Group 1,G5030,S,2383102,0,38.7724216,-90.6915549,15000US291833117351,423,4069,45,44,131,54,108,0,3687,89,1976,1791,1675,116,43,42,0,0,31,0,0,0,0,0,0,11,0,8,20,0,146,2990,2091,2091,1995,96,0,899,93352,4077,3573,189,0,182,0,0,133,0,133,60,0.000247025,0.084954734
1326,29,183,311801,1,2.91833E+11,Block Group 1,G5030,S,15942065,0,38.8408828,-90.7237809,15000US291833118011,595,5398,60,131,22,100,322,8,4755,191,2863,2688,2507,181,76,41,49,15,0,0,0,0,0,0,0,0,9,0,3,13,150,4140,3022,3022,2938,84,0,1118,83674,5405,5056,193,9,27,0,0,120,0,120,102,0.001654066,0.184089826
1327,29,183,312192,1,2.91833E+11,Block Group 1,G5030,S,14521217,19343,38.786966,-90.8834056,15000US291833121921,372,4273,48,72,292,35,130,33,3663,120,2203,2071,1975,96,61,9,0,13,13,0,0,0,0,0,0,0,0,0,0,8,124,3151,2326,2316,2211,105,10,825,79394,4282,3983,24,0,31,0,143,101,27,74,63,0.001507648,0.171696545
1328,29,183,310201,1,2.91833E+11,Block Group 1,G5030,S,5592799,0,38.8345247,-90.4911212,15000US291833102011,344,3923,74,11,139,50,37,50,3562,85,2426,2244,2103,141,112,18,11,0,0,0,0,0,0,0,0,0,0,0,10,0,172,2983,2511,2463,2425,38,48,472,89539,3923,3591,171,0,60,0,0,101,0,101,103,0.000580228,0.10048443
1329,29,189,221621,2,2.91892E+11,Block Group 2,G5030,S,32443605,0,38.5811775,-90.7043181,15000US291892216212,295,3018,66,169,0,18,109,65,2591,235,1521,1367,1257,110,110,0,0,0,0,7,7,0,0,0,0,0,0,0,25,51,71,2387,1618,1618,1540,78,0,769,118164,3036,2820,43,0,24,0,145,4,0,4,35,0.003354173,0.336883604
1330,29,510,117400,1,2.95101E+11,Block Group 1,G5030,S,404645,0,38.6109235,-90.2347001,15000US295101174001,92,896,25,11,105,22,17,0,716,36,495,426,417,9,9,0,0,0,0,44,0,44,0,0,0,0,0,0,14,0,11,806,526,526,506,20,0,280,63472,896,724,83,0,9,0,16,64,11,53,32,4.19E-05,0.03039064
1331,29,510,117400,3,2.95101E+11,Block Group 3,G5030,S,142443,0,38.6073725,-90.2344934,15000US295101174003,65,663,97,58,33,11,54,23,387,155,400,335,313,22,22,0,0,0,0,17,17,0,0,0,0,0,0,9,14,0,25,570,415,415,409,6,0,155,57656,675,527,111,16,6,0,0,15,0,15,0,1.47E-05,0.016602483
1332,29,510,117400,4,2.95101E+11,Block Group 4,G5030,S,164264,0,38.6077694,-90.2388777,15000US295101174004,53,746,60,84,17,144,48,14,379,144,385,252,210,42,42,0,0,0,0,83,77,0,6,0,0,14,0,9,0,0,27,558,428,428,385,43,0,130,33098,746,334,395,0,8,0,0,9,0,9,117,1.70E-05,0.016653977
1333,29,510,117400,5,2.95101E+11,Block Group 5,G5030,S,167867,0,38.6090885,-90.243617,15000US295101174005,110,748,115,0,6,92,0,9,526,115,436,369,285,84,76,0,0,8,0,27,27,0,0,0,0,0,0,20,4,0,16,774,479,479,448,31,0,295,68250,951,516,332,0,26,0,41,36,0,36,48,1.74E-05,0.017190381
1334,29,510,118100,1,2.95101E+11,Block Group 1,G5030,S,866445,0,38.6237201,-90.249238,15000US295101181001,66,370,24,67,9,23,21,14,212,91,215,184,175,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,302,227,227,215,12,0,75,38214,370,134,221,0,6,0,6,3,0,3,64,8.96E-05,0.041275768
1335,29,510,118400,1,2.95101E+11,Block Group 1,G5030,S,1448165,0,38.6286783,-90.2267576,15000US295101184001,264,455,70,218,39,15,31,9,73,288,346,100,71,29,17,0,0,12,0,42,42,0,0,0,0,0,0,5,182,5,12,1480,395,395,369,26,0,1085,9963,1480,833,441,0,138,0,13,55,0,55,155,0.000149816,0.055836744
1336,29,510,127300,3,2.95101E+11,Block Group 3,G5030,S,912761,0,38.6228321,-90.2348096,15000US295101273003,60,518,201,39,0,0,46,81,151,240,171,96,71,25,25,0,0,0,0,75,9,49,17,0,0,0,0,0,0,0,0,502,175,175,171,4,0,327,,614,185,365,0,32,0,0,32,0,32,79,9.44E-05,0.046739789
1337,29,510,126700,1,2.95101E+11,Block Group 1,G5030,S,1134544,233314,38.667002,-90.1950636,15000US295101267001,60,703,122,194,96,29,98,0,164,316,302,248,197,51,51,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,5,615,354,354,302,52,0,261,17037,703,161,527,0,0,0,0,15,4,11,197,0.000141579,0.059481295
1338,29,510,120200,1,2.95101E+11,Block Group 1,G5030,S,579429,0,38.6596094,-90.2086098,15000US295101202001,171,1393,548,247,93,53,107,86,259,795,380,233,191,42,34,0,8,0,0,105,105,0,0,0,0,8,0,0,14,0,20,1036,555,555,397,158,0,481,14435,1470,161,1248,0,3,0,0,58,0,58,224,6.00E-05,0.035920952
1339,29,510,110500,1,2.95101E+11,Block Group 1,G5030,S,530786,0,38.6674833,-90.2148424,15000US295101105001,91,640,181,137,37,77,18,14,176,318,168,66,48,18,15,0,0,0,3,89,89,0,0,0,0,0,0,0,0,0,13,529,257,257,177,80,0,272,16000,640,14,621,0,0,0,0,5,0,5,326,5.49E-05,0.034080791
1340,29,510,119200,1,2.95101E+11,Block Group 1,G5030,S,451418,0,38.645101,-90.2460825,15000US295101192001,159,1213,244,102,33,49,101,20,664,346,464,396,360,36,36,0,0,0,0,23,17,0,6,0,0,0,0,0,32,0,13,1007,598,598,488,110,0,409,34934,1213,546,609,0,28,0,0,30,0,30,55,4.67E-05,0.039575621
1341,29,510,119200,2,2.95101E+11,Block Group 2,G5030,S,282235,0,38.6479858,-90.2517932,15000US295101192002,86,784,20,53,19,13,21,0,658,73,411,310,287,23,23,0,0,0,0,37,37,0,0,0,0,0,0,0,4,54,6,703,489,489,439,50,0,214,84044,795,271,470,0,45,0,0,9,0,9,42,2.92E-05,0.024286004
1342,29,510,119300,1,2.95101E+11,Block Group 1,G5030,S,548938,0,38.6421219,-90.2364526,15000US295101193001,81,779,85,106,101,107,72,0,308,191,232,154,146,8,8,0,0,0,0,44,44,0,0,0,0,0,0,7,26,1,0,835,241,241,232,9,0,594,19511,925,167,655,10,56,0,37,0,0,0,68,5.68E-05,0.037918662
1343,29,71,800401,3,2.90718E+11,Block Group 3,G5030,S,71964696,3024126,38.568453,-91.1455721,15000US290718004013,107,1251,27,24,20,0,63,0,1117,51,762,694,604,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57,1018,762,762,762,0,0,256,89574,1251,1251,0,0,0,0,0,0,0,0,37,0.007752316,0.530099063
1344,29,71,800602,4,2.90718E+11,Block Group 4,G5030,S,17968398,19020,38.42033,-90.9402325,15000US290718006024,122,2203,112,45,0,68,12,71,1895,157,920,858,792,66,51,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1710,1016,1016,920,96,0,694,83382,2203,2093,0,0,82,0,0,28,0,28,59,0.001855529,0.21383212
1345,29,71,801000,3,2.90718E+11,Block Group 3,G5030,S,45915417,51924,38.2588324,-90.8308363,15000US290718010003,90,1164,22,213,0,83,35,0,811,235,513,504,463,41,23,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,884,593,593,523,70,0,291,55194,1219,1164,0,22,0,0,0,33,0,33,31,0.004731629,0.331704409
1346,29,99,700801,3,2.90997E+11,Block Group 3,G5030,S,418538,0,38.2270972,-90.3905287,15000US290997008013,41,724,7,6,58,8,58,0,587,13,395,354,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,35,484,407,407,395,12,0,77,88633,724,717,7,0,0,0,0,0,0,0,0,4.31E-05,0.028809545
1347,29,99,700402,2,2.90997E+11,Block Group 2,G5030,S,44004133,524354,38.4371281,-90.6426582,15000US290997004022,198,3461,56,96,0,82,42,13,3172,152,1813,1666,1607,59,59,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,116,2606,1926,1926,1813,113,0,680,107569,3461,3330,0,0,0,0,12,119,0,119,92,0.004594131,0.364452619
1348,29,189,215144,1,2.91892E+11,Block Group 1,G5030,S,1153544,0,38.726721,-90.4576532,15000US291892151441,100,1683,0,97,72,38,134,30,1312,97,862,835,741,94,88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1431,922,922,898,24,0,509,70673,1683,1527,35,0,22,0,0,99,22,77,50,0.000119497,0.062256217
1349,29,189,215142,2,2.91892E+11,Block Group 2,G5030,S,136859,0,38.7019812,-90.461625,15000US291892151422,29,714,71,0,43,0,0,0,600,71,580,537,523,14,14,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,672,580,580,580,0,0,92,48750,715,345,222,0,125,0,0,23,0,23,0,1.42E-05,0.017537637
1350,29,189,217921,2,2.91892E+11,Block Group 2,G5030,S,9665893,591330,38.5617005,-90.5935144,15000US291892179212,253,2210,31,13,3,0,67,2,2094,44,1036,913,901,12,12,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,116,1758,1172,1172,1130,42,0,586,163319,2257,2129,17,6,60,0,0,45,0,45,25,0.001060079,0.147259708
1351,29,189,217932,1,2.91892E+11,Block Group 1,G5030,S,3633437,69601,38.5590934,-90.5370893,15000US291892179321,323,3019,42,41,7,48,145,7,2729,83,1405,1312,1221,91,91,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,83,2403,1474,1474,1436,38,0,929,95708,3116,2579,49,7,441,0,0,40,6,34,20,0.000382715,0.090408081
1352,29,99,700303,2,2.90997E+11,Block Group 2,G5030,S,1930107,0,38.4905166,-90.5094384,15000US290997003032,203,2170,150,66,72,110,171,32,1569,216,1089,1008,935,73,63,0,10,0,0,0,0,0,0,0,0,0,0,0,10,17,54,1689,1222,1222,1112,110,0,467,49833,2237,2060,0,0,75,31,23,48,0,48,38,0.000199296,0.077385843
1353,29,189,221421,1,2.91892E+11,Block Group 1,G5030,S,42341779,1114632,38.5217571,-90.554493,15000US291892214211,170,2868,0,88,42,57,12,104,2565,88,1619,1469,1341,128,114,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,150,2230,1717,1717,1687,30,0,513,113750,2868,2767,0,0,79,0,0,22,0,22,121,0.004489159,0.388397603
1354,29,189,220446,1,2.91892E+11,Block Group 1,G5030,S,2076070,0,38.4337882,-90.3144387,15000US291892204461,251,2413,8,10,18,28,36,161,2152,18,1151,1084,1007,77,59,18,0,0,0,25,25,0,0,0,0,0,0,0,0,0,42,1911,1189,1189,1163,26,0,722,84497,2413,2404,0,0,9,0,0,0,0,0,0,0.000214202,0.084959875
1355,29,189,220445,1,2.91892E+11,Block Group 1,G5030,S,5768824,2079912,38.4337574,-90.3002999,15000US291892204451,238,2163,26,53,23,22,37,0,2002,79,949,895,881,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1757,970,970,949,21,0,787,134453,2163,2112,13,0,20,0,0,18,0,18,10,0.000809892,0.148065847
1356,29,189,221502,3,2.91892E+11,Block Group 3,G5030,S,39979153,0,38.5294556,-90.6898521,15000US291892215023,88,1182,0,0,12,0,12,0,1158,0,692,663,635,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1048,702,692,682,10,10,346,91607,1182,1079,0,0,86,0,0,17,0,17,0,0.00413031,0.341987274
1357,29,189,221621,1,2.91892E+11,Block Group 1,G5030,S,30595882,146069,38.6315879,-90.682622,15000US291892216211,152,1383,40,75,29,0,22,17,1200,115,670,632,602,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1144,696,696,674,22,0,448,128271,1408,1358,17,0,33,0,0,0,0,0,50,0.003179964,0.290792568
1358,29,189,221627,1,2.91892E+11,Block Group 1,G5030,S,3926392,0,38.6459078,-90.6475325,15000US291892216271,178,1555,73,14,0,0,0,0,1468,87,636,534,509,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,91,1046,689,689,663,26,0,357,210461,1555,1482,14,0,35,0,0,24,0,24,0,0.000406289,0.129834635
1359,29,189,221628,2,2.91892E+11,Block Group 2,G5030,S,17729555,3960464,38.6748794,-90.5921108,15000US291892216282,184,2478,48,339,84,0,90,26,1891,387,1114,1017,941,76,57,19,0,0,0,0,0,0,0,0,0,0,0,17,15,0,65,2267,1149,1149,1114,35,0,1118,59470,2701,2119,169,0,405,0,0,8,0,8,181,0.002245346,0.321086635
1360,29,189,221625,2,2.91892E+11,Block Group 2,G5030,S,1381493,0,38.5959956,-90.6218053,15000US291892216252,123,1971,24,408,0,0,0,0,1539,432,877,800,698,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,64,1605,981,981,934,47,0,624,126492,1971,1959,12,0,0,0,0,0,0,0,0,0.000142854,0.065146956
1361,29,189,221423,1,2.91892E+11,Block Group 1,G5030,S,11020931,213828,38.5407836,-90.4551445,15000US291892214231,303,3049,0,39,28,55,130,118,2679,39,1533,1459,1398,61,61,0,0,0,0,8,8,0,0,0,0,0,0,0,8,0,58,2396,1603,1603,1555,48,0,793,92763,3049,2965,10,0,26,10,16,22,0,22,0,0.001160834,0.148247775
1362,29,189,214500,3,2.91892E+11,Block Group 3,G5030,S,352343,0,38.6975825,-90.3589375,15000US291892145003,74,1004,21,111,10,20,0,27,815,132,492,460,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,871,560,560,508,52,0,311,66174,1004,594,134,0,0,0,243,33,18,15,23,3.65E-05,0.024913594
1363,29,189,210200,2,2.91892E+11,Block Group 2,G5030,S,2276979,0,38.7613525,-90.1968463,15000US291892102002,86,2523,367,299,242,52,407,0,1156,666,1042,849,791,58,44,0,14,0,0,127,127,0,0,0,0,0,0,0,0,44,22,1838,1230,1230,1042,188,0,608,38225,2523,175,2222,0,0,0,0,126,0,126,201,0.000235988,0.067874589
1364,29,221,460100,1,2.92215E+11,Block Group 1,G5030,S,119433686,576765,38.1354693,-90.7552118,15000US292214601001,146,836,78,207,14,29,85,39,384,285,334,318,193,125,111,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,696,404,404,360,44,0,292,37426,862,852,0,0,0,0,0,10,0,10,121,0.012331754,0.657918479
1365,29,221,460200,3,2.92215E+11,Block Group 3,G5030,S,93675898,1246042,37.9430096,-90.8436417,15000US292214602003,103,1676,51,38,120,137,400,127,803,89,632,588,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1296,716,716,666,50,0,580,42894,1676,1575,0,33,0,0,0,68,0,68,126,0.009728453,0.552864175
1366,29,221,460100,4,2.92215E+11,Block Group 4,G5030,S,51510449,213902,37.9940106,-90.7506713,15000US292214601004,85,1400,78,339,218,201,127,0,437,417,471,471,421,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,519,519,471,48,0,693,24080,1400,1400,0,0,0,0,0,0,0,0,157,0.005304589,0.3270758
1367,29,183,311151,1,2.91833E+11,Block Group 1,G5030,S,5413098,0,38.7281541,-90.7083536,15000US291833111511,303,5297,105,52,122,88,205,128,4597,157,2589,2220,2061,159,159,0,0,0,0,12,0,0,0,12,0,41,0,24,29,0,263,3711,2781,2781,2680,101,0,930,99839,5297,4393,170,36,586,0,0,112,0,112,32,0.000560762,0.103866363
1368,29,71,800201,4,2.90718E+11,Block Group 4,G5030,S,1548278,0,38.5469413,-91.0104002,15000US290718002014,115,1929,380,45,166,53,91,0,1194,425,943,934,838,96,80,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1464,1008,1008,943,65,0,456,49375,1929,1624,52,0,0,0,242,11,0,11,35,0.000159993,0.055842587
1369,29,71,800300,3,2.90718E+11,Block Group 3,G5030,S,775828,0,38.5589381,-91.0272918,15000US290718003003,65,1250,37,39,18,42,84,188,842,76,399,384,351,33,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,964,433,433,399,34,0,531,45401,1250,1144,18,0,62,0,0,26,0,26,0,8.02E-05,0.041076463
1370,29,71,800300,2,2.90718E+11,Block Group 2,G5030,S,1543720,0,38.5500622,-91.0249696,15000US290718003002,112,1693,64,33,21,52,162,56,1305,97,909,816,746,70,56,0,14,0,0,15,15,0,0,0,0,0,0,0,35,0,43,1300,909,909,909,0,0,391,56923,1710,1589,39,0,0,0,19,63,0,63,0,0.000159529,0.055500849
1371,29,189,216200,3,2.91892E+11,Block Group 3,G5030,S,312535,0,38.6489362,-90.3189405,15000US291892162003,44,1006,18,50,40,141,0,30,727,68,459,409,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,16,901,562,562,562,0,0,339,243456,1006,955,19,0,32,0,0,0,0,0,33,3.23E-05,0.027935104
1372,29,189,218500,1,2.91892E+11,Block Group 1,G5030,S,558594,0,38.6003292,-90.4012859,15000US291892185001,98,928,13,38,0,11,0,63,803,51,439,387,324,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,685,464,464,451,13,0,221,125227,1033,919,29,0,0,0,0,85,0,85,0,5.78E-05,0.033380314
1373,29,189,213102,2,2.91892E+11,Block Group 2,G5030,S,1437935,0,38.7692078,-90.4166312,15000US291892131022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.000149045,0.082124715
1374,29,189,214602,3,2.91892E+11,Block Group 3,G5030,S,340263,0,38.6926662,-90.3706759,15000US291892146023,51,561,8,10,0,38,117,8,380,18,306,263,233,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,503,333,333,324,9,0,170,35476,561,476,85,0,0,0,0,0,0,0,34,3.52E-05,0.024934721
1375,29,189,215231,1,2.91892E+11,Block Group 1,G5030,S,1941465,0,38.6725452,-90.5228848,15000US291892152311,233,2129,27,32,0,28,43,21,1978,59,949,873,826,47,38,0,9,0,0,6,6,0,0,0,0,10,5,0,0,26,29,1575,1016,1016,968,48,0,559,99265,2129,1907,45,7,99,0,29,42,0,42,95,0.00020097,0.066709595
1376,29,189,220441,1,2.91892E+11,Block Group 1,G5030,S,971683,0,38.4921974,-90.3089609,15000US291892204411,70,1120,60,0,0,104,68,59,829,60,635,513,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,93,993,671,671,671,0,0,322,61071,1120,1049,0,0,71,0,0,0,0,0,35,0.000100335,0.04443621
